WKT,uniqueid,start_nid,end_nid,oneway,osmid,length,type,lanes,maxspeed,capacity,fft
"LINESTRING (-122.2388212 37.8751979,-122.2388988 37.8750895,-122.2389096 37.8750699,-122.2389477 37.8750003,-122.2389833 37.8749005,-122.2390064 37.8748312,-122.2390206 37.8747965,-122.2390332 37.8747685,-122.2390788 37.874661,-122.2391355 37.8745787,-122.2392072 37.8745078,-122.2392924 37.8744528,-122.2393271 37.8744391,-122.2395287 37.8743607,-122.2397109 37.8742901,-122.2400401 37.8741264)","3404","1849","1391","0","292636823",169.377,tertiary,"2","25","1800",15.1554474552
"LINESTRING (-122.2388212 37.8751979,-122.2387336 37.875131,-122.2386901 37.8750977,-122.2386581 37.8750382,-122.2385809 37.8749298)","3405","1034","1391","0","613977087",37.033,service,"1","30","900",2.76135330066667
"LINESTRING (-122.265514 37.8753694,-122.2654631 37.8748987)","3406","1393","1392","0","168627978",52.53,residential,"1","25","900",4.700258328
"LINESTRING (-122.265514 37.8753694,-122.2649124 37.8754229,-122.2648729 37.875074,-122.2648642 37.8749704,-122.264889 37.8749429,-122.2649252 37.874937,-122.2654631 37.8748987)","3407","1393","1392","0","463953160",158.035,service,"1","30","900",11.7838270966667
"LINESTRING (-122.265514 37.8753694,-122.2655315 37.8755496,-122.2655403 37.8757225,-122.2655245 37.8758455,-122.2655091 37.8759301,-122.265425 37.8762491,-122.2654132 37.8764276,-122.2654378 37.8765972,-122.265479 37.8767333,-122.2655766 37.8769597,-122.2655844 37.8769756,-122.2656197 37.8770439)","3408","400","1392","0","168627978",189.926,residential,"1","25","900",16.9941226576
"LINESTRING (-122.2654631 37.8748987,-122.265514 37.8753694)","3409","1392","1393","0","168627978",52.53,residential,"1","25","900",4.700258328
"LINESTRING (-122.2654631 37.8748987,-122.2649252 37.874937,-122.264889 37.8749429,-122.2648642 37.8749704,-122.2648729 37.875074,-122.2649124 37.8754229,-122.265514 37.8753694)","3410","1392","1393","0","463953160",158.035,service,"1","30","900",11.7838270966667
"LINESTRING (-122.2654631 37.8748987,-122.2654101 37.8743612,-122.2654084 37.8743438,-122.2653849 37.8742512)","3411","288","1393","0","168627978",72.39,residential,"1","25","900",6.477283464
"LINESTRING (-122.2640827 37.8755361,-122.2641016 37.8756976)","3412","1395","1394","0","190380679",18.034,residential,"1","25","900",1.6136390384
"LINESTRING (-122.2640827 37.8755361,-122.2642064 37.8755272,-122.2642647 37.8755304,-122.2643492 37.8755473,-122.2644297 37.8755695,-122.2644947 37.8755886,-122.264535 37.8756034,-122.2645772 37.8756294,-122.264596 37.875659,-122.2646047 37.8756828,-122.264604 37.8757193,-122.2645873 37.8757437,-122.2645377 37.8757527,-122.2644726 37.8757527,-122.2644377 37.8757458,-122.2643814 37.8757326,-122.2642849 37.8757008,-122.2642433 37.8756892,-122.2641016 37.8756976)","3413","1395","1394","0","464069481",103.449,service,"1","30","900",7.713640202
"LINESTRING (-122.2640827 37.8755361,-122.2640071 37.874792,-122.2640024 37.8747455)","3414","1800","1394","0","190380679",88.193,residential,"1","25","900",7.8912979768
"LINESTRING (-122.2641016 37.8756976,-122.2640827 37.8755361)","3415","1394","1395","0","190380679",18.034,residential,"1","25","900",1.6136390384
"LINESTRING (-122.2641016 37.8756976,-122.2642433 37.8756892,-122.2642849 37.8757008,-122.2643814 37.8757326,-122.2644377 37.8757458,-122.2644726 37.8757527,-122.2645377 37.8757527,-122.2645873 37.8757437,-122.264604 37.8757193,-122.2646047 37.8756828,-122.264596 37.875659,-122.2645772 37.8756294,-122.264535 37.8756034,-122.2644947 37.8755886,-122.2644297 37.8755695,-122.2643492 37.8755473,-122.2642647 37.8755304,-122.2642064 37.8755272,-122.2640827 37.8755361)","3416","1394","1395","0","464069481",103.449,service,"1","30","900",7.713640202
"LINESTRING (-122.2641016 37.8756976,-122.2641064 37.8757382,-122.2641193 37.8757751,-122.2642126 37.8765044,-122.2642534 37.8768336,-122.2642536 37.8768979,-122.264241 37.8769546)","3417","951","1395","0","190380695",140.628,residential,"1","25","900",12.5830559328
"LINESTRING (-122.2320725 37.8527396,-122.2318941 37.8528826,-122.2318526 37.8529149,-122.2318291 37.8529451)","3418","817","1396","0","464131276",31.377,service,"1","30","900",2.339615546
"LINESTRING (-122.2367988 37.8403004,-122.2365796 37.8405999)","3419","1398","1397","0","464758614",38.466,service,"1","30","900",2.868204468
"LINESTRING (-122.2367988 37.8403004,-122.2372115 37.8405092,-122.2373672 37.840588)","3420","1543","1397","0","6348902",59.279,tertiary,"2","30","1800",4.42011887533333
"LINESTRING (-122.2365796 37.8405999,-122.2367988 37.8403004)","3421","1397","1398","0","464758614",38.466,service,"1","30","900",2.868204468
"LINESTRING (-122.2365796 37.8405999,-122.2365112 37.8405829,-122.2364548 37.8405872,-122.23642 37.8406137,-122.2363954 37.8406447,-122.2362026 37.8408878,-122.2361297 37.8409796)","3422","1398","1795","1","464758615",63.531,service,"1","30","900",4.737167838
"LINESTRING (-122.2371386 37.8409615,-122.2372154 37.8409529)","3423","1542","1399","0","985618683",6.811,tertiary,"1","30","900",0.507859944666667
"LINESTRING (-122.2371386 37.8409615,-122.2369832 37.8408424,-122.2368625 37.8407619,-122.2365796 37.8405999)","3424","1399","1398","1","464758615",63.575,service,"1","30","900",4.74044868333333
"LINESTRING (-122.2371386 37.8409615,-122.2370086 37.8409833,-122.2368493 37.8410243,-122.2367171 37.8410706)","3425","110","1399","0","985618683",39.082,tertiary,"1","30","900",2.91413630266667
"LINESTRING (-122.2593049 37.8631862,-122.2595758 37.8631526)","3426","470","1400","0","1247986056",24.073,residential,"1","25","900",2.1539942648
"LINESTRING (-122.2593049 37.8631862,-122.2592767 37.8630301,-122.2592302 37.8628131,-122.2587772 37.8627984)","3427","1654","1400","0","465497747",81.806,service,"1","30","900",6.09983712133333
"LINESTRING (-122.2593049 37.8631862,-122.2589045 37.8632386,-122.2588712 37.863243,-122.2587144 37.8632634)","3428","471","1400","0","1247986056",52.544,residential,"1","25","900",4.7015110144
"LINESTRING (-122.2591427 37.8601617,-122.2591005 37.860467)","3429","578","1401","0","202317716",34.149,secondary,"4","25","2401",3.0555705624
"LINESTRING (-122.2591427 37.8601617,-122.2591752 37.8599347,-122.2592084 37.8597019,-122.2592172 37.8596021,-122.2592254 37.8595359)","3430","173","1401","0","202317716",69.972,secondary,"4","25","2401",6.2609266272
"LINESTRING (-122.2591427 37.8601617,-122.2592926 37.8601691,-122.2594669 37.8601437,-122.2595025 37.8603062)","3431","1507","1401","0","570465107",47.082,service,"1","30","900",3.510653636
"LINESTRING (-122.231463 37.8562854,-122.2313785 37.8564019,-122.2313275 37.8564379,-122.231141 37.8565167,-122.2307591 37.8566764)","3432","711","1402","0","6400251",77.446,residential,"1","30","900",5.77473517466667
"LINESTRING (-122.2614376 37.8653734,-122.261396 37.8651903,-122.2608134 37.8652742)","3433","1404","1403","0","467535787",72.672,service,"1","30","900",5.418763456
"LINESTRING (-122.2608134 37.8652742,-122.2608011 37.8652153,-122.2607429 37.8649268,-122.260738 37.8649043,-122.260723 37.8648345)","3434","1404","70","1","415878802",49.533,secondary,"2","25","1200",4.4320939608
"LINESTRING (-122.2608134 37.8652742,-122.261396 37.8651903,-122.2614376 37.8653734)","3435","1403","1404","0","467535787",72.672,service,"1","30","900",5.418763456
"LINESTRING (-122.2086168 37.8489693,-122.2087616 37.8489587,-122.2088935 37.8490027,-122.209125 37.8490975,-122.2092632 37.8490721,-122.2094335 37.8490583,-122.2096548 37.8490318,-122.2097929 37.849018,-122.2098533 37.8490265,-122.2099042 37.849053,-122.2100115 37.8491504,-122.2101322 37.8492447,-122.2103173 37.849466,-122.2103441 37.8495507,-122.2104366 37.8497021,-122.2105372 37.8497424,-122.2106338 37.8497604,-122.2107049 37.8498165,-122.2107813 37.8498631,-122.2108497 37.8499891,-122.2109074 37.850203,-122.2109825 37.8503322,-122.2110468 37.8503566,-122.2111488 37.8503619,-122.2112453 37.8503407,-122.2113392 37.8502973,-122.2115127 37.8501869,-122.2116544 37.8500823,-122.2117482 37.8499732,-122.2117898 37.849897,-122.2119293 37.8496968,-122.212046 37.8496524,-122.2122002 37.8496291,-122.2124311 37.849604,-122.212622 37.8495634,-122.2127403 37.8495532)","3436","1406","1405","0","6334940",489.696,residential,"1","30","900",36.514019008
"LINESTRING (-122.2127403 37.8495532,-122.2127485 37.8495781,-122.2128136 37.8496749)","3437","112","1406","0","6332315",15.048,residential,"1","30","900",1.122049104
"LINESTRING (-122.2127403 37.8495532,-122.2127264 37.8495107,-122.2127079 37.8491165)","3438","1247","1406","0","6332315",48.744,residential,"1","30","900",3.634580112
"LINESTRING (-122.2127403 37.8495532,-122.212622 37.8495634,-122.2124311 37.849604,-122.2122002 37.8496291,-122.212046 37.8496524,-122.2119293 37.8496968,-122.2117898 37.849897,-122.2117482 37.8499732,-122.2116544 37.8500823,-122.2115127 37.8501869,-122.2113392 37.8502973,-122.2112453 37.8503407,-122.2111488 37.8503619,-122.2110468 37.8503566,-122.2109825 37.8503322,-122.2109074 37.850203,-122.2108497 37.8499891,-122.2107813 37.8498631,-122.2107049 37.8498165,-122.2106338 37.8497604,-122.2105372 37.8497424,-122.2104366 37.8497021,-122.2103441 37.8495507,-122.2103173 37.849466,-122.2101322 37.8492447,-122.2100115 37.8491504,-122.2099042 37.849053,-122.2098533 37.8490265,-122.2097929 37.849018,-122.2096548 37.8490318,-122.2094335 37.8490583,-122.2092632 37.8490721,-122.209125 37.8490975,-122.2088935 37.8490027,-122.2087616 37.8489587,-122.2086168 37.8489693)","3439","1405","1406","0","6334940",489.696,residential,"1","30","900",36.514019008
"LINESTRING (-122.225868 37.8594307,-122.2256486 37.8594576,-122.2254646 37.8596095,-122.2253281 37.8597388,-122.2252221 37.8598764,-122.2251859 37.8600024,-122.225188 37.860163,-122.2252114 37.8603116,-122.2252033 37.8605128,-122.2251243 37.8607029)","3440","1327","1407","0","6341660",172.995,residential,"1","30","900",12.89931451
"LINESTRING (-122.2039435 37.8460389,-122.2040455 37.8456936,-122.2041669 37.845441,-122.2040756 37.8447871)","3441","348","1408","0","6342071",142.62,residential,"1","30","900",10.63441276
"LINESTRING (-122.205453 37.8449004,-122.2055133 37.8451192,-122.2055159 37.8452166,-122.2054798 37.845341,-122.2054086 37.8454994,-122.2053458 37.845647,-122.2053255 37.8457726,-122.2053577 37.8458573)","3442","567","1409","0","6357732",109.839,residential,"1","30","900",8.190108422
"LINESTRING (-122.2023751 37.847458,-122.2023577 37.8473881,-122.2023242 37.8473489,-122.2022705 37.8473108,-122.2021847 37.8472938,-122.2021029 37.8472938,-122.20206 37.847262,-122.2020425 37.8472133,-122.202068 37.8471763,-122.2021605 37.8471117,-122.2022584 37.8470555,-122.2023872 37.8470227,-122.2025012 37.8470227,-122.2025709 37.847045,-122.2026616 37.8471587,-122.2027514 37.8471794)","3443","915","1410","0","473618800",123.069,service,"1","30","900",9.176598962
"LINESTRING (-122.197593 37.8456877,-122.1979176 37.8459143,-122.1982717 37.8461993,-122.1987691 37.846464,-122.1990857 37.8466588,-122.1993097 37.8468017,-122.1995859 37.8469574,-122.1999172 37.847039,-122.2002831 37.8470552,-122.2004507 37.8470798,-122.2006294 37.8471786,-122.2006938 37.8472733,-122.2008101 37.8474404,-122.2008686 37.8475149,-122.2008992 37.8476259)","3444","382","1411","0","6345016",377.737,residential,"1","30","900",28.1658334926667
"LINESTRING (-122.2613769 37.8441139,-122.2613532 37.8442822)","3445","589","1412","0","1178257379",18.829,secondary,"4","30","2401",1.40397810866667
"LINESTRING (-122.2613769 37.8441139,-122.2613851 37.8440552,-122.2613942 37.8439846)","3446","590","1412","0","481521361",14.458,secondary,"4","30","2401",1.07805595066667
"LINESTRING (-122.2443604 37.8471145,-122.2444659 37.8471595)","3447","1772","1413","0","997090739",10.529,service,"1","30","900",0.785091375333333
"LINESTRING (-122.2442458 37.8472325,-122.2443125 37.8472695,-122.2443904 37.8472959)","3448","1773","1414","0","997090742",14.6,service,"1","30","900",1.08864413333333
"LINESTRING (-122.1909016 37.8646202,-122.1907521 37.8646625,-122.1904906 37.8647684,-122.1903614 37.8648654,-122.1902697 37.864935,-122.1901741 37.8650352,-122.1900345 37.8652396,-122.1899809 37.8653762,-122.1899407 37.8655212,-122.1899082 37.8655942)","3449","1177","1415","0","500560137",147.341,service,"1","30","900",10.9864325513333
"LINESTRING (-122.1909016 37.8646202,-122.1909506 37.8646365,-122.1911303 37.8646955,-122.1912691 37.8647854,-122.191364 37.8648587,-122.1914515 37.8649558,-122.191529 37.8650282,-122.1916419 37.8651337,-122.191731 37.8652087,-122.1917408 37.8652157,-122.191839 37.8652851,-122.1919852 37.8653554,-122.1920337 37.8653746,-122.1921198 37.8654124,-122.192146 37.8654185,-122.1922665 37.8654457,-122.1924188 37.8654539,-122.1924505 37.8654502,-122.19257 37.8654366,-122.1926102 37.8654268,-122.192765 37.8653889)","3450","1240","1415","0","737149026",199.049,service,"1","30","900",14.8420223353333
"LINESTRING (-122.1909016 37.8646202,-122.1910538 37.8644604,-122.1911967 37.8643534,-122.1913073 37.8642941,-122.1914119 37.8642612,-122.1915269 37.8642643,-122.1916436 37.8643161,-122.191762 37.8644011,-122.1918594 37.8644536,-122.1921278 37.8645497,-122.192224 37.8645964,-122.1923051 37.8646526,-122.1923736 37.8647185,-122.1924298 37.8648267,-122.1925303 37.8650532,-122.1925646 37.8651204,-122.1926297 37.865248,-122.192765 37.8653889)","3451","1240","1415","0","737149026",244.836,service,"1","30","900",18.256114728
"LINESTRING (-122.1859549 37.8604123,-122.1859261 37.8603173,-122.1858081 37.8600208,-122.1857142 37.859718,-122.1857207 37.8596179,-122.1857303 37.8594787,-122.1857679 37.8592775,-122.1858364 37.8591668)","3452","1665","1416","0","500560141",143.046,residential,"1","30","900",10.666177308
"LINESTRING (-122.1859549 37.8604123,-122.1859825 37.8605037,-122.1859852 37.8606265,-122.1859449 37.860762,-122.1857518 37.8609357,-122.185668 37.860949)","3453","1449","1416","0","500560141",72.785,residential,"1","30","900",5.42718926333333
"LINESTRING (-122.1859549 37.8604123,-122.186071 37.860402,-122.1862587 37.8603957,-122.1864224 37.8604359,-122.1866745 37.86051,-122.18683 37.8605037,-122.1869722 37.8604401)","3454","1417","1416","0","759930277",93.433,residential,"1","30","900",6.96680050066667
"LINESTRING (-122.1869722 37.8604401,-122.1870875 37.8605439,-122.187286 37.8607133,-122.1874255 37.8608954,-122.1875694 37.8610689)","3455","1377","1417","0","500560140",87.737,residential,"1","30","900",6.54208015933333
"LINESTRING (-122.1869722 37.8604401,-122.18683 37.8605037,-122.1866745 37.86051,-122.1864224 37.8604359,-122.1862587 37.8603957,-122.186071 37.860402,-122.1859549 37.8604123)","3456","1416","1417","0","759930277",93.433,residential,"1","30","900",6.96680050066667
"LINESTRING (-122.1869722 37.8604401,-122.18705 37.8603194,-122.1871022 37.8602252)","3457","1664","1417","0","759930277",26.492,residential,"1","30","900",1.97536714933333
"LINESTRING (-122.1847379 37.8609081,-122.1849526 37.8609401)","3458","1689","1418","0","500560141",19.181,residential,"1","30","900",1.43022487133333
"LINESTRING (-122.1847379 37.8609081,-122.1847159 37.8610912)","3459","1690","1418","0","500560142",20.451,residential,"1","30","900",1.524921998
"LINESTRING (-122.1847379 37.8609081,-122.1846896 37.8604952,-122.1846092 37.8602728,-122.1844173 37.859995,-122.1843389 37.8597561,-122.1843281 37.8596884,-122.1843164 37.8596058,-122.1843216 37.8594416,-122.1843608 37.8592909,-122.1844725 37.858937,-122.1845261 37.858724)","3460","1667","1418","0","500560142",251.354,residential,"1","30","900",18.7421272253333
"LINESTRING (-122.2570697 37.867962,-122.2570845 37.8680584)","3461","1420","1419","0","501744277",10.798,service,"1","30","900",0.805149270666667
"LINESTRING (-122.2570845 37.8680584,-122.2570697 37.867962)","3462","1419","1420","0","501744277",10.798,service,"1","30","900",0.805149270666667
"LINESTRING (-122.2570845 37.8680584,-122.2568157 37.8680926,-122.2567334 37.8681031)","3463","1420","387","1","196779226",31.218,tertiary,"3","25","2700",2.7933117168
"LINESTRING (-122.2654389 37.8677963,-122.2654439 37.8678178,-122.2654477 37.8678339,-122.265455 37.8678649,-122.2654713 37.8679253)","3464","1422","1456","1","545790163",14.625,service,"1","30","900",1.09050825
"LINESTRING (-122.2523557 37.849883,-122.252491 37.8498656)","3465","1424","1423","1","501758944",12.036,service,"1","30","900",0.897460328
"LINESTRING (-122.2523557 37.849883,-122.2523596 37.849917,-122.2523854 37.8501475,-122.2523925 37.8502069,-122.2524021 37.8502876,-122.2524082 37.8503512)","3466","519","1424","0","985567164",52.265,tertiary,"2","20","1800",5.845683455
"LINESTRING (-122.2523557 37.849883,-122.2523258 37.849622,-122.2522968 37.8494319)","3467","367","1424","0","1176515344",50.431,tertiary,"3","20","2700",5.640556057
"LINESTRING (-122.2528137 37.8496864,-122.2527547 37.849374)","3468","1425","1426","1","501758945",35.121,service,"1","30","900",2.618785658
"LINESTRING (-122.2527547 37.849374,-122.2544602 37.8491498)","3469","799","1426","0","6350339",151.809,residential,"1","30","900",11.319587482
"LINESTRING (-122.2527547 37.849374,-122.2524597 37.8494127,-122.2522968 37.8494319)","3470","367","1426","0","6350339",40.718,residential,"1","30","900",3.03612409733333
"LINESTRING (-122.2415276 37.8471858,-122.2415586 37.8472312,-122.2416926 37.8473294,-122.2418107 37.8474068,-122.2418721 37.847447)","3471","392","1427","0","6345653",42.266,residential,"1","30","900",3.15155020133333
"LINESTRING (-122.2415276 37.8471858,-122.2414813 37.8470847,-122.2414719 37.8469555,-122.2415129 37.8468592,-122.2415425 37.8468062)","3472","1792","1427","0","6345653",44.082,residential,"1","30","900",3.286959636
"LINESTRING (-122.2415276 37.8471858,-122.241622 37.8471874,-122.2416743 37.8471798)","3473","1794","1427","0","1000091376",12.96,service,"1","30","900",0.96635808
"LINESTRING (-122.2034942 37.8485276,-122.2030468 37.8488734,-122.2028975 37.8490053,-122.2027841 37.8491095)","3474","509","1428","0","6350694",89.918,"['residential', 'service']","1","30","900",6.70470569733333
"LINESTRING (-122.199202 37.8421438,-122.1990856 37.8421716,-122.1989864 37.8422648,-122.198948 37.8423748,-122.1990134 37.8424765,-122.199264 37.8428417,-122.1993849 37.8431429,-122.199379 37.8432235,-122.1993106 37.8432892,-122.1991418 37.8433581,-122.198783 37.843471,-122.1986843 37.8435121,-122.1986591 37.8435504,-122.1987004 37.8435862)","3475","1430","1429","0","6381120",219.925,residential,"1","30","900",16.3986343166667
"LINESTRING (-122.199202 37.8421438,-122.199371 37.8421226,-122.1996397 37.8421199,-122.2002266 37.8421448)","3476","147","1429","0","6330330",90.234,residential,"1","30","900",6.728268132
"LINESTRING (-122.199202 37.8421438,-122.1990837 37.8421354,-122.1990149 37.8421479,-122.1989526 37.8421694,-122.1988902 37.8422085,-122.1988092 37.8422821)","3477","1677","1429","0","764101354",40.437,service,"1","30","900",3.015171426
"LINESTRING (-122.1987004 37.8435862,-122.1983643 37.8436467)","3478","1688","1430","0","785769346",30.27,service,"1","30","900",2.25707246
"LINESTRING (-122.1987004 37.8435862,-122.1986591 37.8435504,-122.1986843 37.8435121,-122.198783 37.843471,-122.1991418 37.8433581,-122.1993106 37.8432892,-122.199379 37.8432235,-122.1993849 37.8431429,-122.199264 37.8428417,-122.1990134 37.8424765,-122.198948 37.8423748,-122.1989864 37.8422648,-122.1990856 37.8421716,-122.199202 37.8421438)","3479","1429","1430","0","6381120",219.925,residential,"1","30","900",16.3986343166667
"LINESTRING (-122.1987004 37.8435862,-122.1987782 37.8435979,-122.1992661 37.8435926,-122.199552 37.8435746,-122.1997725 37.8435363,-122.2001158 37.8433836,-122.2002915 37.8433367,-122.2006882 37.8432638,-122.2009805 37.8432069,-122.201162 37.843215,-122.2013189 37.8432547,-122.2015773 37.8433742)","3480","912","1430","0","6381120",264.618,residential,"1","30","900",19.731152964
"LINESTRING (-122.2087382 37.8474122,-122.208972 37.8475184,-122.2092442 37.847708,-122.2097458 37.8480447,-122.2099624 37.8481522,-122.2101253 37.8481803,-122.2103258 37.8481638)","3481","165","1431","0","6331338",168.162,residential,"1","30","900",12.538943476
"LINESTRING (-122.2087382 37.8474122,-122.2086045 37.8473807,-122.2084799 37.8473656,-122.2083826 37.8473427,-122.2083232 37.847263,-122.2083193 37.8472052,-122.2083732 37.8471231,-122.208465 37.8470101,-122.2085187 37.8468872,-122.2086099 37.846479)","3482","164","1431","0","6331338",134.712,residential,"1","30","900",10.044755376
"LINESTRING (-122.2087382 37.8474122,-122.208969 37.8473224,-122.2090843 37.8474368)","3483","1519","1431","0","570485806",38.85,service,"1","30","900",2.8968373
"LINESTRING (-122.2551774 37.8651914,-122.2551699 37.865116,-122.2551532 37.8649473)","3484","1493","1432","0","6360234",27.226,residential,"1","25","900",2.4361171376
"LINESTRING (-122.2551774 37.8651914,-122.2552046 37.8654634,-122.255206 37.8654777,-122.2552126 37.865544)","3485","75","1432","0","6360234",39.329,residential,"1","25","900",3.5190645304
"LINESTRING (-122.2576106 37.8549704,-122.2575533 37.8546996,-122.2575223 37.8546045,-122.2575351 37.8545256,-122.2574885 37.8542648,-122.2574644 37.8541948)","3486","1357","1433","0","6335305",87.646,residential,"1","30","900",6.53529477466667
"LINESTRING (-122.2576106 37.8549704,-122.2576386 37.8551077,-122.2576476 37.8551526,-122.2576537 37.8551832,-122.257685 37.8553147,-122.2576974 37.8553603,-122.2577175 37.8553967,-122.2577739 37.8554415,-122.2578332 37.8554681)","3487","245","1433","0","6335305",61.454,residential,"1","30","900",4.58229702533333
"LINESTRING (-122.2576106 37.8549704,-122.2577687 37.8549497,-122.2578234 37.8549431,-122.2579075 37.854933,-122.2579921 37.8549221,-122.258042 37.8549026,-122.258029 37.854845)","3488","1621","1433","0","685038699",45.317,service,"1","30","900",3.37904699933333
"LINESTRING (-122.2598968 37.8563413,-122.2596781 37.8563256)","3489","1652","1434","0","508137975",19.28,service,"1","30","900",1.43760677333333
"LINESTRING (-122.2598968 37.8563413,-122.2598907 37.8565844)","3490","1438","1434","0","685038704",27.037,service,"1","30","900",2.01600489266667
"LINESTRING (-122.2598968 37.8563413,-122.2599766 37.8563117,-122.2600555 37.8563003)","3491","1626","1434","0","508137975",14.783,service,"1","30","900",1.10228946733333
"LINESTRING (-122.2603228 37.8565166,-122.260271 37.8562693)","3492","1436","1435","0","508137976",27.872,service,"1","30","900",2.07826638933333
"LINESTRING (-122.2603228 37.8565166,-122.260211 37.8565341)","3493","1623","1435","0","508137977",10.006,service,"1","30","900",0.746094054666667
"LINESTRING (-122.2603228 37.8565166,-122.2604869 37.8564949)","3494","1437","1435","0","508137977",14.608,service,"1","30","900",1.08924065066667
"LINESTRING (-122.260271 37.8562693,-122.2601648 37.8562846)","3495","1624","1436","0","508137975",9.478,service,"1","30","900",0.706723910666667
"LINESTRING (-122.260271 37.8562693,-122.2602421 37.8561151)","3496","1362","1436","0","508137976",17.333,service,"1","30","900",1.29242936733333
"LINESTRING (-122.260271 37.8562693,-122.2603228 37.8565166)","3497","1435","1436","0","508137976",27.872,service,"1","30","900",2.07826638933333
"LINESTRING (-122.2604869 37.8564949,-122.2603228 37.8565166)","3498","1435","1437","0","508137977",14.608,service,"1","30","900",1.08924065066667
"LINESTRING (-122.2598907 37.8565844,-122.260105 37.8565508)","3499","1625","1438","0","508137977",19.182,service,"1","30","900",1.430299436
"LINESTRING (-122.2598907 37.8565844,-122.2598968 37.8563413)","3500","1434","1438","0","685038704",27.037,service,"1","30","900",2.01600489266667
"LINESTRING (-122.2598907 37.8565844,-122.2598029 37.8566188,-122.259639 37.8566045)","3501","1653","1438","0","508137977",23.082,service,"1","30","900",1.721101636
"LINESTRING (-122.1855855 37.8626096,-122.1853781 37.8624915,-122.1850401 37.8622585,-122.1844045 37.8617842)","3502","1243","1439","0","745220552",138.618,residential,"1","30","900",10.336004964
"LINESTRING (-122.1855855 37.8626096,-122.185554 37.8626458,-122.1855396 37.8626883,-122.1855442 37.8627321,-122.185567 37.8627722,-122.1855826 37.8627852,-122.1856056 37.8628038,-122.1856554 37.8628235,-122.1857107 37.8628288,-122.185765 37.8628192,-122.1858121 37.8627957)","3503","1439","1242","1","759930274",43.988,residential,"1","30","900",3.27995055733333
"LINESTRING (-122.1901553 37.8684513,-122.1901248 37.8682586,-122.190047 37.8679526,-122.1900028 37.8677895,-122.1899678 37.8676617)","3504","1450","1440","0","525509905",89.383,service,"1","30","900",6.66481360066667
"LINESTRING (-122.2161191 37.844417,-122.2164007 37.8442676,-122.2164705 37.8442939,-122.2169984 37.8441329,-122.2172249 37.8440409,-122.2174434 37.8439227)","3505","270","1441","0","6336164",131.892,"['residential', 'service']","1","30","900",9.834483016
"LINESTRING (-122.2298647 37.857145,-122.2298503 37.8565375)","3506","1443","1442","0","508397030",67.563,service,"1","30","900",5.037812574
"LINESTRING (-122.2298503 37.8565375,-122.2298647 37.857145)","3507","1442","1443","0","508397030",67.563,service,"1","30","900",5.037812574
"LINESTRING (-122.2298503 37.8565375,-122.2299525 37.8564786,-122.2301536 37.8563918)","3508","601","1443","0","6360040",31.23,residential,"1","30","900",2.32865454
"LINESTRING (-122.2298503 37.8565375,-122.229725 37.8566098,-122.2296183 37.8566512)","3509","1675","1443","0","6360040",24.063,residential,"1","30","900",1.794249574
"LINESTRING (-122.233941 37.8524106,-122.2340265 37.8524938,-122.234051 37.8525018,-122.2343054 37.8525638,-122.2345614 37.8526198,-122.2346211 37.8526359,-122.2346701 37.8526519,-122.2347134 37.8526663,-122.234754 37.8526817,-122.2348068 37.8527041,-122.2348599 37.8527286,-122.2349099 37.8527556,-122.2349559 37.8527837,-122.2350046 37.8528164,-122.2351364 37.8529204,-122.2351982 37.8529663)","3510","1444","1861","1","230616514",129.724,primary,"1","35","900",8.290994416
"LINESTRING (-122.2324 37.8514074,-122.232421 37.8515027,-122.2324415 37.8515249,-122.232473 37.851559,-122.2325344 37.8516154,-122.2326152 37.8516578)","3512","1445","819","1","524663946",35.292,tertiary,"1","30","900",2.631536216
"LINESTRING (-122.2324 37.8514074,-122.2323643 37.8513675,-122.232328 37.8513334,-122.2321736 37.8511952,-122.2321212 37.8511518,-122.2320628 37.8511086,-122.2320015 37.8510694,-122.2319357 37.8510293,-122.2318607 37.85099)","3513","1455","1445","0","545436045",66.698,tertiary,"4","35","3600",4.26284068914286
"LINESTRING (-122.2324 37.8514074,-122.2324832 37.8513562,-122.232689 37.8512691,-122.232796 37.8512098)","3514","1150","1445","0","1177093414",41.24,primary_link,"2","30","1800",3.07504685333333
"LINESTRING (-122.2324 37.8514074,-122.2325261 37.8514282,-122.2326727 37.8514389,-122.2326937 37.8514411,-122.2327095 37.8514426,-122.2327445 37.8514468,-122.2327758 37.8514517,-122.2328045 37.8514588,-122.2328335 37.8514683,-122.232901 37.8514974)","3515","1445","821","1","524665656",45.554,tertiary,"2","35","1800",2.91147327885714
"LINESTRING (-122.2396407 37.8556115,-122.2396779 37.8555609)","3516","495","1446","0","1169300467",6.506,residential,"1","25","900",0.5821412656
"LINESTRING (-122.2396407 37.8556115,-122.2399036 37.8557491,-122.2400766 37.8558354,-122.2401771 37.8558857,-122.2402836 37.8559345)","3517","1446","1447","1","612214716",66.916,primary,"1","25","900",5.9874830816
